id	sentence_1	sentence_2	similarity
96	بموجب القانون، 911 مكالمة هي معلومات غير عامة في ولاية رود آيلاند	كما جاء في قانون الدولة ، 911 مكالمة هي معلومات غير عامة ولم يتم إعلانها .	3.4
97	"""قال وزير الدفاع دونالد رامسفيلد يوم الثلاثاء: أن تحديد موقع ما تبقى من المتشددين من نظام صدام حسين المخلوع في العراق، سيستغرق وقتا ."	قال وزير الدفاع دونالد رامسفيلد يوم الثلاثاء :أن الإطاحة ببقايا نظام صدام حسين المخلوع ،المتشددين في العراق ، سيستغرق وقتا.	4.8
98	"""انخفضت أسهم شركة فرانس تليكوم 3.6 في المئة في حين ارتفعت  أسهم شركة أورانج 13 في المئة."	قفزت سهم شركة أورانج إ لى ما يصل ل 15 في المئة.	2.0
99	قال بريمر أنه سيطلق برنامجا بقيمة 70 مليون دولار في الأسبوعين المقبلين، لتنظيف الأحياء في العراق، وبناء المشاريع المجتمعية، لكنه لم يذكر تفاصيل.	قال بريمر أن هناك مبادرة واحدة وهي لإطلاق برنامج وطني بقيمة  70 مليون دولار في الأسبوعين المقبلين، لتنظيف الأحياء وبناء المشاريع المجتمعية.	3.4
100	كما بينت كذلك أرقام ميكرون أيضا أول أرباح فصلية لمدة  ثلاث سنوات لمصنع درام.	أعلنت ميكرون أول أرباح فصلية لها لمدة ثلاث سنوات.	3.75
101	كان الزبائن يتناولون العشاء ويلعبون البنغو عندما انفجرت قنبلة في كاسا دي إسبا .	كان الزبائن يتناولون العشاء ويلعبون البنغو عندما انفجرت قنبلة في كاسا دي إسبانا .	5.0
102	أجرت السلطات يوم الخميس عملية تشريح في واحدة من ثلاث جثث انتشلت من تحت طبقة صبة إسمنت حديثة  ،في الطابق السفلي من أحد منازل  شمال غرب ولاية انديانا .	قالت السلطات يوم الأربعاء: أن عمليات البحث عن ثلاثة مفقودين من المراهقين ،كشفت عن اثنين منهم على الأقل ،ذلك بين الجثث التي دفنت تحت صبة إسمنت  حديثة في الطابق السفلي من المنزل.	2.4
103	بينما كان سايليا قائد القيادة في حرب العراق، لكن المئات ممن أداروا الحرب ،عادوا إلى الولايات المتحدة	كان سايليا قائد القاعدة في حرب العراق، ولكن القيادة المركزية أرسلت المئات ممن أداروا الحرب إلى موطنهم في تامبا، فلوريدا.	3.4
104	تحقق اثنين من الوكالات الفيدرالية صانعي معدات التكنولوجيا  لوسنت تكنولوجيز ،لانتهاكات محتملة لقوانين الرشوة في الولايات المتحدة ،في عملياتها في المملكة العربية السعودية.	يجري التحقيق مع صانعي معدات الاتصالات المحاصرة لوسنت تكنولوجيز من قبل اثنين من الوكالات الفيدرالية ،لانتهاكات محتملة للقوانين التابعة للولايات المتحدة والخاصة بالرشوة،في عملياتها في المملكة العربية السعودية.	4.8
105	قال ماكبرايد  :سيتم الإعلان عن تفاصيل بشأن التسعير في غضون أسابيع قليلة.	تقول منظمة شانغهاى للتعاون أنه لن يتم الإعلان عن شروط التسعير للحصول على ترخيص إلا بعد أسابيع.	2.6
106	يحقق مؤشر ناسداك مكاسب أسبوعية من 17.27، أو 1.2 في المئة ليغلق عند مستوى 1،520.15 بعد حصوله على 30.46 نقطة يوم أمس.	زاد مؤشر ناسداك المركب 30.46 نقطة، أو 2 في المئة،ليصل  إلى 1،520.15.	2.4
107	قالت وزارة الخارجية البريطانية أنها توسطت  للإفراج عن الرجلين.	قالت وزارة الخارجية البريطانية يوم الإثنين أن سلطات التحالف في العراق كانت مسرورة من إطلاق سراح الرجال .	2.6
108	يزور كل أسبوع 138 مليون متسوق 4750 متجرا من متاجر وول مارت.	تشير تقديرات وول مارت أنه أكثر من 100 مليون أميركي يزور محلاتها كل أسبوع.	2.8
109	صرحت مصادر في صناعة السباقات  أن فونتانا ستحصل على سباق ناسكار الثاني في عطلة عيد العمال ،ابتداء من الموسم المقبل.	صرحت مصادر في صناعة السباقات للنشرة اليومية  أن فونتانا ستحصل على سباق ناسكار الثاني في عطلة عيد العمال ، ابتداء من الموسم المقبل.	4.4
110	ربما، ولكن الشيخوخة تساعدنا على فهم نقاط القوة والضعف لدينا وحقيقة العالم.	"أضاف السيد برودي: ""ربما، ولكن الشيخوخة تساعدنا على فهم نقاط القوة والضعف لدينا ."	3.2
111	"قالت : ""انطلقت في الشوارع ضد ريتشارد نيكسون وحرب فيتنام""،"	"قال كيري""أنا فخور بأنني وقفت ضد ريتشارد نيكسون، وليس معه"""	2.4
112	قال بلوفسكي  :لن يبدأ الفريق تحقيقا رسميا بسبب انتهاء صلاحية النظام الأساسي للقيود .	قال بلوفسكي أن اللجنة لم تقم بالتحقيق لأن نظام القيود المفروضة ومدته ثلاث سنوات قد انتهت صلاحيته .	4.4
113	في رسالته، يتهم ماكبرايد مؤسسة البرمجيات الحرة وريد هات في محاولة لتقويض قوانين حقوق النشر الأمريكية.	قام باللوم على ريد هات ومؤسسة البرمجيات الحرة في محاولة لتقويض حقوق التأليف والنشر الأمريكية وقانون البراءات.	4.0
114	"""في التداولات الصباحية الأخيرة في سوق ناسداك للأوراق المالية، ارتفعت أسهم أوريكس 74 سنتا أو 10%،لتصل إلى 7.94 دولار ."	كسبت أسهم كوريكسا 71 سنتا أو 10% لتصل إلى 7.91 دولار في تداول ناسداك .	3.25
115	في حين انتظاروصول خبراء المفرقعات ،انفجرت القنبلة، مما أسفر عن مقتل ويلز.	دعت بعدها الشرطة فرقة من خبراء المفرقعات، ولكن الجهازانفجر ، مما أسفر عن مقتل ويلز، قبل وصول تقنيي تفكيك القنابل .	4.0
116	رفض مكتب التحقيقات الفدرالي ووكالة الاستخبارات المركزية، وكالة المخابرات الكندية والملكية الكندية رفضت الشرطة الخيالة التعليق على تقرير واشنطن تايمز	ورفض متحدثان باسم مكتب التحقيقات الفدرالي ووكالة الاستخبارات المركزية، وكالة المخابرات الكندية وشرطة الخيالة الكندية الملكية التعليق على بقاء الشكري جمعة في كندا.	2.75
117	"كانت هذه مشكلة دائمة لم يتم حلها، ميكانيكيا أوجسديا""، هذا ما قاله عضو مجلس الإدارة ،ستيفن والاس."	"قال ستيفن ن عضو مجلس إدارة التحقيق :لقد كان هذا مشكلة دائمة لم يتم حلها""."	4.0
118	ارتفع مؤشر داو جونز الصناعي (أخبار، الرسم البياني، لمحة التابع ل د.ج $) ارتفع 56 نقطة، أو 0.7 في المئة، ليصل إلى مستوى 8,588.	انتهى معدل مؤشر داو جونز الصناعي لأسهم الشركات الامريكية الكبرى بارتفاع بنسبة 56.79 نقطة ، أو 0.67 في المئة ليصل إلى مستوى 8،588.36 - أعلى مستوى له منذ 17  كانون الثاني.	3.6
