id	sentence_1	sentence_2	similarity	entailment
180	E os dois citaram o nome de 17 deputados do PP que receberam as propinas nesse contrato.	Não surgiu nenhum nome novo do PP.	2.25	None
181	O terremoto foi seguido de outros seis tremores, de magnitudes entre 4,3 e 6,3 graus na escala Richter.	Réplicas de cinco e seis graus foram sentidas após o terremoto principal.	4.0	Entailment
182	Mais uma atriz entrou na lista de candidatas à protagonista feminina de Star Wars: Episódio 8.	O lançamento de Star Wars 8 está marcado para 26 de maio de 2017.	2.0	None
183	Sua jornada os leva até O Deserto, um cenário desolado repleto de obstáculos inimagináveis.	Sua viagem os leva a uma paisagem desolada, cheia de obstáculos inimagináveis.	4.0	Entailment
184	Como não houve acordo, a reunião será retomada nesta terça, a partir das 10h.	As partes voltam a se reunir nesta terça, às 10h.	4.25	Entailment
185	A menina, que passou pelo transplante de cinco órgãos, teve uma parada cardíaca e faleceu.	A criança morreu após uma parada cardíaca.	3.25	Entailment
186	O giro financeiro foi de apenas R$4 bilhões.	O giro financeiro totalizou 7,9 bilhões de reais.	3.5	None
187	A Suíça já confirmou a existência de contas em nome do presidente da Câmara e de parentes.	A Suíça anunciou a existência de US$ 400 milhões bloqueados nas contas do país.	2.5	None
188	A decisão, proferida em 1ª instância, cabe recurso e o presidente Casa irá recorrer.	Por ser sentença de primeira instância, ainda cabe recurso da decisão.	4.0	Entailment
189	E de um dos maiores ídolos da história do Flamengo, que chora a sua morte nesta segunda-feira.	Um dos grandes nomes da história do Flamengo morreu nesta segunda-feira, dia 22/06.	3.75	None
190	Foi registrado a 68 km a oeste da cidade de Namche Bazar, perto do Monte Everest.	O último sismo foi sentido em Namche Bazar, perto do Monte Everest.	4.25	None
191	O número de homicídio teve queda no mês de abril tanto no Estado quando na cidade de São Paulo.	No mês de abril de 2014, esse número tinha sido de 205.	1.75	None
192	São Paulo e Minas Gerais tiveram o maior número de vítimas no ano de 2013.	Foram registradas 184 vítimas em São Paulo e 29 em Minas Gerais.	3.5	None
193	Grego avisa a Timbó que Mari não pode saber que foi ele quem comprou sua casa.	Grego manda Timbó pintar a casa que era de Mari e colocar à venda.	3.0	None
194	Táxis, vans e ônibus que não fazem transporte escolar continuam sem a obrigação de ter as cadeirinhas.	Os veículos de transporte escolar vão precisar ter cadeirinhas para as crianças.	3.25	None
195	Vestindo um colete à prova de balas, o pai de Bernardo admitiu não ter sido um bom pai.	Assim como Leandro, Graciele também usa um colete à prova de balas.	2.0	None
196	O Ibovespa fechou em baixa de 1,95%, aos 43.956 pontos, com volume de R$ 5,420 bilhões.	Rio Tinto fechou em baixa de 4,78% e BHP Billiton recuou 6,03% na bolsa de Londres.	1.5	None
197	Seus críticos acreditam que as doações de empresas desequilibram as eleições e abrem espaço para a corrupção.	O poder das doações de empresas desequilibra o jogo politico.	3.5	None
198	No ano anterior, haviam somado US$ 24,98 bilhões, contra US$ 22,2 bilhões em 2013.	A estimativa passou de US$ 84 bilhões para US$ 81 bilhões este ano.	2.0	None
199	No mesmo mês do ano passado, as despesas haviam totalizado US$ 1,99 bilhão.	Em junho, os gastos atingiram US$ 1,65 bilhão.	2.5	None
200	Agora, dentro de dez anos, vamos economizar cerca de R$ 100 bilhões.	Em 10 anos o governo poderá economizar R$ 100 bilhões.	4.75	Paraphrase
201	O Prouni concede bolsas de 50% ou 100% em faculdades particulares a estudantes de baixa renda.	Criado em 2004, o ProUni concede bolsas de estudo em faculdades particulares.	4.0	None
202	As regras estão previstas para serem publicadas no Diário Oficial da União de amanhã (22).	Os procedimentos serão publicados na edição de amanhã do Diário Oficial da União.	5.0	Paraphrase
203	Gilmar disse que nunca houve um pedido de vista tão discutido na história do STF.	Segundo ele, nunca houve no Supremo caso de pedido de vista tão polêmico.	3.75	Entailment
204	Eu vi Atlético–PR e Atlético-MG em Coritiba, já tinha prestado atenção no time.	Na quarta-feira, a equipe recebe o Coritiba.	2.25	None
205	Assim, num Universo infinito, têm de existir outras manifestações de vida.	Em um universo infinito, devem existir outros casos de vida.	5.0	Paraphrase
206	Trisotto não deu seguimento ao pedido, por considerar o habeas corpus incabível processualmente.	O desembargador Newton Trisotto decidiu não dar seguimento ao pedido por considerar incabível o processo encaminhado.	4.5	Entailment
207	O Corpo de Bombeiros não informou para onde foram as outras vítimas.	Três pessoas morreram no local, de acordo com o Corpo de Bombeiros.	2.5	None
208	O número representa o menor número para um mês de abril desde 2010, quando houve 12.202 registros.	O número representa o menor número desde 2008, quando foram registrados 408 casos.	2.5	None
209	O terminal Bandeira ficou praticamente vazio após a paralisação de motoristas e cobradores de ônibus.	O motivo foi a paralisação de motoristas e cobradores que reivindicam reajuste salarial.	3.0	None
210	Só então Dilma Rousseff seria afastada por 180 dias para que as investigações fossem concluídas pelo Senado.	Dilma Rousseff seria afastada por até 180 dias.	4.25	Entailment
211	Segundo a Polícia Civil, um inquérito foi instaurado para apurar as circunstâncias da morte de Felipe Jordão da Silva Ferreira.	A vítima foi identificada como Felipe Jordão da Silva Ferreira.	3.5	Entailment
212	Porque desviar asteroides no braço é algo frequente no cinema, mas nunca nem remotamente testado na vida real.	A ideia é tentar desviar um asteroide de verdade como teste.	3.25	None
213	Ele achou que o Partido Comunista tinha conserto.	Que surja no Brasil um partido melhor que o PT.	1.25	None
214	De acordo com os meteorologistas, a onda de calor vai durar mais uma semana.	Meteorologistas afirmam que a onda de calor se deve à falta de chuva.	3.25	None
215	Três minutos mais tarde, novamente jogada entre Maguinho e Pardal.	Com um minuto de jogo, Jordi calçou Pardal em jogada na grande área.	2.25	None
216	Ao mesmo tempo, os municípios com baixa ou muito baixa vulnerabilidade passaram de 638 em 2000 para 2.326.	A região tem 48,5% dos municípios na faixa de baixa vulnerabilidade social.	2.75	None
217	Como sempre muito divertido e brincalhão, Mallandro conseguiu deixar Xuxa ainda mais à vontade.	Ainda no programa, Xuxa falou sobre a amizade de anos que mantêm com o Mallandro.	2.5	None
218	O Centro Geológico dos Estados Unidos (USGS) calculou a magnitude do tremor em 5,3.	O Serviço Geológico dos EUA informou que o terremoto teve magnitude 5,3.	5.0	Paraphrase
219	Aos 28 minutos, Bruno fez uma bonita jogada pela direita e cruzou para Luis Fabiano.	Bruno cruzou e Luis Fabiano concluiu à direita do gol de Fábio.	4.0	None
220	A Polícia Federal indiciou nesta segunda-feira mais 22 pessoas investigadas na Operação Lava Jato.	Os três ex-parlamentares foram presos na 11ª fase da Operação Lava Jato.	2.75	None
221	A quina foi feita por 62 pessoas que receberão R$ 60.946,26, cada.	Nove apostadores acertaram as cinco dezenas e levaram R$ 14.406.883,11 cada.	2.75	None
222	Diversos governistas usaram a tribuna da Câmara para atacar o pedido da oposição.	Desde a oposição até grupos do governo se sentem descontentes.	2.0	None
223	"""Convergente"" deve estrear no dia 17 de março de 2016 no Brasil."	‘A Série Divergente: Convergente‘ será lançado nos Estados Unidos em 18 de março de 2016.	3.5	None
224	Vitorioso, o Fluminense deixou a Ponte Preta para trás na tabela.	Daí em diante, a Ponte Preta passou a atacar mais.	2.0	None
225	A chave ainda terá, na Alemanha, o duelo entre Bayer Leverkusen e BATE, da Bielo-Rússia.	Bayer Leverkusen e BATE Borisov completam o Grupo E, na Alemanha, no mesmo horário.	3.75	None
226	As autoridades também confirmaram a morte de outras duas pessoas em Oklahoma, estado situado ao norte do Texas.	Uma pessoa morreu no Texas e duas pessoas morreram em Oklahoma.	4.0	None
227	Aos nove minutos, Maguinho foi à ponta direita e cruzou para a grande área.	Com 20 minutos, Riascos achou Madson dentro da área, pela direita.	2.25	None
228	Estavam todos nos estúdios da Band, e aqui foi tudo ao vivo mesmo, sob o comando de Preta Gil.	Tuiteiros também marcaram presença interagindo com fãs sob o comando de Preta Gil.	3.0	None
229	Obama está no Quênia, em viagem oficial, desde sexta-feira (24).	Foi a primeira viagem de Obama ao Quênia como presidente americano.	3.25	None
230	Uma autoridade policial disse que aparentemente o casal estava sem cinto de segurança, no momento do acidente.	Aparentemente, ambos não estavam usando cinto de segurança na hora do acidente.	4.25	Entailment
231	Os outros foram construídos na bola alçada.	Ao meu ver a bola é que bateu no braço dele.	2.0	None
232	A pícape do Duster tem uma série de ajustes em relação ao utilitário.	Em relação ao acabamento, a Oroch segue o padrão Duster.	2.0	None
233	Em sua declaração, a cantora falou sobre a atuação da mãe na comunidade apesar da doença.	A cantora relembrou um pouco do papel de sua mãe.	3.0	None
234	Já a administração de Obama diz que os paquistaneses não sabiam sobre o ataque com antecedência.	Segundo o governo americano, os paquistaneses não souberam com antecedência sobre o ataque.	5.0	Paraphrase
235	Angélica estava desde terça-feira no Pantanal gravando para o programa “Estrelas”.	"Angélica viajou ao Pantanal para gravar o programa ""Estrelas""."	4.25	Entailment
236	Em relação ao uso de óculos escuros durante o inverno, disse que não há contraindicação.	A pessoa pode usar óculos escuros se a incidência de luz incomodar.	3.0	None
237	Vale ressaltar que até então o Joinville estava invicto a três partidas e também não tomava gols a três partidas.	Faz duas ou três partidas que fazemos mais de dois gols por jogo.	2.0	None
238	Grazi Massafera não quis saber de ficar em casa neste sábado (17) de muito sol no Rio de Janeiro.	Nem Grazi Massafera resistiu ao calor que tem feito no Rio de Janeiro.	3.0	None
239	O Tesla Model X foi finalmente apresentado por Elon Musk.	Na nova fábrica da Tesla são montados diariamente 90 novos Model S.	2.25	None
240	Eles pegaram avião com destino a São Paulo e são esperados no hospital Albert Einstein.	Eles devem seguir para o hospital Albert Einstein.	4.0	Entailment
241	Até o momento o Brasil já registrou 693 mortes por dengue, um recorde de vítimas pela doença.	O Brasil já bateu recorde de vítimas por dengue.	4.0	Entailment
242	Foi o pior resultado para meses de julho desde 1992.	O resultado é o pior para o mês em 13 anos.	2.75	None
243	A decisão foi publicada no Diário Oficial da União, desta terça.	A portaria com a ampliação do prazo foi publicada no Diário Oficial de União.	3.25	None
244	Angela Merkel está a ponderar uma candidatura a um quarto mandato consecutivo como chanceler alemã.	Chanceler alemã já começou a preparar a campanha para a próxima eleição.	4.0	None
245	O recorde anterior foi registrado em 2013, quando o total de óbitos chegou a 674.	O recorde anterior havia sido atingido em 2013, com 674 mortes.	5.0	Paraphrase
246	No próximo sábado (19), cães e gatos devem ser vacinados contra a raiva.	Devem ser vacinados cães e gatos a partir de três meses de idade.	4.0	None
247	O mandato de Rodrigo Janot, atual Procurador Geral da República, termina em 17 setembro.	Janot é o atual Procurador Geral da República e está à frente do órgão desde 2013.	2.5	None
248	CEO da Liga Sul-Minas-Rio, Alexandre Khalil, ex-presidente do Atlético-MG, prega jogo duro com a Globo.	No comando da entidade, Alexandre Kalil, ex-presidente do Atlético-MG, prega jogo duro.	4.0	Entailment
249	Segundo testemunhas, ela foi ferida no tórax ao tentar apartar a briga.	Já Lourenço Brenha sofreu cortes na mão ao tentar apartar a briga.	2.75	None
250	O Dia da Rússia, feriado nacional na Rússia, será comemorado no dia 12 de junho.	Putin irá inaugurar hoje o Dia da Rússia na Expo 2015.	3.25	None
251	Geuvânio (Marquinhos Gabriel), Ricardo Oliveira e Gabriel (Neto Berola).	Aos 36, Marquinhos Gabriel entrou na vaga de Geuvânio.	2.0	None
252	Essa é uma bandeira do CEO da Liga Sul-Minas-Rio, Alexandre Kalil.	Alexandre Kalil, escolhido o seu CEO, trabalha com mão firme para que seja um sucesso.	2.25	None
253	No lance seguinte foi a vez de Nádson aproveitar confusão na área do Bahia para finalizar com perigo.	No primeiro lance de perigo da equipe, o Bahia abriu o placar.	3.0	None
254	Hamilton ficou 0.302s atrás do companheiro, com Kimi em terceiro mais de um segundo atrás.	Kvyat vinha 0.083s atrás e Lewis Hamilton era o terceiro colocado.	2.5	None
255	A produção de petróleo no exterior em maio de 2014 foi de 121 mil bpd.	A produção média de óleo ficou em 101 mil bpd, estável sobre abril.	3.25	None
256	"Picciani disse a amigos que a bancada na Câmara ""quer ter um ministro""."	Eliseu Padilha não é um nome cogitado pela bancada.	2.0	None
257	Henrique Pizzolato fugiu do Brasil em 2013.	Pizzolato foi preso em fevereiro de 2014, em Maranello.	2.0	None
258	Mais tarde, Lobatón quase fez um golaço em chute de longe.	Vargas arriscou um chute de longe e marcou um golaço.	2.5	None
259	Após a conclusão do S2B, os alunos recebem certificação reconhecida por diversas empresas.	Ao fim do curso, participantes recebem certificado de conclusão.	3.5	Entailment
